transaction_id,zone,section,category,price,stock_level,units_sold,promotion,date
4103,Men,Perfume,Perfume,59.46,24,5,No,2025-06-09
4104,Women,Perfume,Perfume,62.14,23,11,No,2025-05-11
4105,Men,Perfume,Perfume,48.19,148,14,No,2025-01-09
4106,Kids,Accessories,Accessories,31.07,187,27,No,2025-01-10
4107,Women,Perfume,Perfume,39.62,81,17,No,2025-02-25
4108,Women,Clothing,Tops,15.86,135,19,No,2025-02-02
4109,Kids,Clothing,Tops,40.97,106,34,No,2025-11-08
4110,Men,Accessories,Accessories,38.44,118,36,No,2025-04-30
4111,Men,Accessories,Accessories,30.93,59,27,Yes,2025-12-24
4112,Women,Accessories,Accessories,17.48,150,33,Yes,2025-02-17
4113,Men,Sportswear,Sportswear,54.32,124,21,Yes,2025-09-04
4114,Women,Perfume,Perfume,47.37,103,9,No,2025-10-29
4115,Women,Clothing,Dresses,60.84,166,14,No,2025-06-28
4116,Men,Clothing,Tops,27.55,86,14,No,2025-12-03
4117,Kids,Accessories,Accessories,34.6,68,20,Yes,2025-11-29
4118,Kids,Accessories,Footwear,88.06,189,9,No,2025-03-20
4119,Kids,Accessories,Footwear,96.59,105,21,Yes,2025-03-21
4120,Women,Clothing,Dresses,63.69,121,15,No,2025-01-25
4121,Men,Perfume,Perfume,32.69,87,23,No,2025-09-29
4122,Women,Perfume,Perfume,55.24,36,7,No,2025-04-25
4123,Kids,Clothing,Outerwear,137.36,35,11,No,2025-07-31
4124,Women,Accessories,Footwear,97.69,69,19,Yes,2025-06-15
4125,Women,Perfume,Perfume,26.54,39,7,Yes,2025-04-21
4126,Kids,Clothing,Tops,43.78,169,24,No,2025-10-31
4127,Kids,Clothing,Outerwear,114.04,79,3,Yes,2025-12-21
4128,Men,Accessories,Accessories,27.94,159,33,No,2025-12-02
4129,Women,Perfume,Perfume,36.38,125,14,No,2025-05-05
4130,Kids,Clothing,Bottoms,66.56,137,7,No,2025-02-06
4131,Men,Sportswear,Sportswear,56.58,31,7,No,2025-03-08
4132,Women,Accessories,Footwear,76.16,187,5,No,2025-09-03
4133,Kids,Accessories,Accessories,32.58,144,29,No,2025-01-13
4134,Women,Perfume,Perfume,57.97,90,5,No,2025-08-18
4135,Men,Sportswear,Sportswear,63.36,22,24,No,2025-06-15
4136,Kids,Clothing,Outerwear,118.69,125,10,Yes,2025-06-18
4137,Kids,Accessories,Footwear,118.24,172,24,No,2025-04-11
4138,Kids,Accessories,Accessories,10.62,51,32,Yes,2025-02-20
4139,Kids,Accessories,Footwear,81.59,129,9,Yes,2025-12-23
4140,Kids,Clothing,Dresses,78.65,132,17,No,2025-10-06
4141,Kids,Clothing,Tops,39.71,156,11,No,2025-11-19
4142,Men,Clothing,Tops,56.99,30,22,No,2025-09-04
4143,Women,Perfume,Perfume,70.04,184,15,No,2025-12-14
4144,Men,Perfume,Perfume,47.18,126,5,No,2025-10-15
4145,Men,Accessories,Footwear,108.38,81,23,No,2025-08-09
4146,Women,Clothing,Bottoms,37.25,27,23,No,2025-04-25
4147,Men,Sportswear,Sportswear,25.6,44,21,No,2025-10-14
4148,Kids,Clothing,Tops,48.9,196,21,No,2025-09-26
4149,Kids,Clothing,Outerwear,87.8,110,11,No,2025-05-11
4150,Women,Accessories,Accessories,32.49,47,38,No,2025-03-21
4151,Women,Perfume,Perfume,54.36,45,17,No,2025-06-21
4152,Women,Clothing,Tops,27.44,158,14,No,2025-10-01
4153,Men,Perfume,Perfume,49.87,183,9,No,2025-06-10
4154,Women,Perfume,Perfume,49.5,51,14,No,2025-05-02
4155,Men,Accessories,Accessories,35.77,182,22,No,2025-07-08
4156,Women,Perfume,Perfume,59.8,22,9,Yes,2025-09-04
4157,Men,Perfume,Perfume,57.04,24,18,No,2025-12-14
4158,Women,Perfume,Perfume,45.71,61,15,No,2025-01-05
4159,Women,Clothing,Bottoms,42.07,172,24,Yes,2025-07-11
4160,Men,Sportswear,Sportswear,44.96,146,7,No,2025-07-03
4161,Women,Accessories,Accessories,32.77,150,38,No,2025-11-05
4162,Men,Clothing,Dresses,60.52,101,17,No,2025-01-31
4163,Women,Perfume,Perfume,75.01,24,21,No,2025-07-15
4164,Women,Perfume,Perfume,39.47,42,15,Yes,2025-01-08
4165,Men,Clothing,Tops,40.75,149,33,No,2025-08-28
4166,Kids,Accessories,Accessories,39.83,139,22,Yes,2025-08-03
4167,Women,Accessories,Footwear,74.83,51,23,Yes,2025-01-30
4168,Men,Sportswear,Sportswear,45.19,192,10,Yes,2025-11-11
4169,Women,Perfume,Perfume,47.35,190,20,No,2025-04-23
4170,Women,Accessories,Accessories,35.36,112,34,No,2025-07-10
4171,Men,Sportswear,Sportswear,54.33,182,8,No,2025-03-08
4172,Men,Sportswear,Sportswear,44.88,72,18,No,2025-06-06
4173,Men,Perfume,Perfume,66.34,94,21,No,2025-07-19
4174,Women,Accessories,Footwear,105.31,124,9,No,2025-05-22
4175,Kids,Accessories,Footwear,93.73,193,16,Yes,2025-10-02
4176,Men,Perfume,Perfume,38.01,21,24,No,2025-05-17
4177,Kids,Clothing,Tops,54.77,184,38,Yes,2025-08-25
4178,Women,Accessories,Accessories,30.08,87,12,No,2025-01-12
4179,Kids,Clothing,Dresses,64.89,191,10,No,2025-02-21
4180,Kids,Clothing,Tops,51.99,129,39,No,2025-09-16
4181,Kids,Accessories,Footwear,57.54,75,7,Yes,2025-04-18
4182,Men,Accessories,Accessories,18.83,98,24,Yes,2025-08-29
4183,Women,Accessories,Accessories,30.19,162,35,No,2025-02-10
4184,Kids,Clothing,Tops,51.46,20,33,No,2025-08-19
4185,Men,Sportswear,Sportswear,48.24,190,12,No,2025-12-21
4186,Men,Perfume,Perfume,37.74,63,12,Yes,2025-01-23
4187,Women,Perfume,Perfume,61.01,74,5,No,2025-04-13
4188,Kids,Clothing,Bottoms,36.49,114,9,No,2025-04-18
4189,Men,Clothing,Tops,36.64,106,26,No,2025-07-13
4190,Kids,Accessories,Accessories,21.64,23,37,No,2025-01-29
4191,Women,Perfume,Perfume,61.47,50,23,Yes,2025-09-02
4192,Kids,Accessories,Accessories,39.36,177,39,No,2025-10-23
4193,Women,Clothing,Tops,54.52,194,21,No,2025-02-23
4194,Men,Clothing,Dresses,62.68,127,10,Yes,2025-09-03
4195,Men,Accessories,Accessories,17.2,59,24,No,2025-06-30
4196,Kids,Accessories,Footwear,61.9,104,11,No,2025-03-21
4197,Kids,Accessories,Accessories,27.28,33,17,No,2025-06-15
4198,Men,Accessories,Footwear,111.8,122,7,No,2025-08-12
4199,Men,Perfume,Perfume,65.55,114,13,Yes,2025-08-22
4200,Kids,Clothing,Bottoms,42.33,73,8,No,2025-10-25
4201,Kids,Clothing,Dresses,77.1,73,13,Yes,2025-08-17
4202,Kids,Clothing,Dresses,82.52,136,8,Yes,2025-07-03
4203,Men,Accessories,Footwear,88.03,146,21,No,2025-01-15
4204,Men,Perfume,Perfume,23.92,197,7,Yes,2025-07-24
4205,Kids,Accessories,Accessories,14.04,149,37,No,2025-09-24
4206,Women,Perfume,Perfume,31.4,120,16,No,2025-05-22
4207,Kids,Clothing,Tops,51.61,121,18,No,2025-12-04
4208,Women,Accessories,Footwear,45.01,64,12,No,2025-09-20
4209,Kids,Clothing,Bottoms,51.44,66,5,No,2025-05-08
4210,Women,Accessories,Accessories,30.63,22,37,Yes,2025-02-02
4211,Kids,Accessories,Footwear,74.02,49,12,No,2025-10-07
4212,Kids,Accessories,Footwear,125.86,40,12,Yes,2025-01-09
4213,Men,Perfume,Perfume,30.63,136,8,Yes,2025-01-03
4214,Women,Clothing,Bottoms,58.21,25,13,Yes,2025-03-26
4215,Women,Perfume,Perfume,51.92,78,10,No,2025-07-22
4216,Women,Accessories,Footwear,64.37,191,9,No,2025-08-15
4217,Men,Sportswear,Sportswear,33.46,132,15,Yes,2025-09-21
4218,Kids,Clothing,Bottoms,59.55,167,10,No,2025-08-23
4219,Kids,Accessories,Footwear,52.3,39,21,Yes,2025-02-11
4220,Women,Accessories,Footwear,110.63,156,7,No,2025-09-15
4221,Men,Sportswear,Sportswear,66.18,113,13,Yes,2025-12-09
4222,Men,Clothing,Outerwear,167.28,96,7,No,2025-02-11
4223,Kids,Accessories,Accessories,16.0,83,25,Yes,2025-05-05
4224,Men,Perfume,Perfume,42.69,44,9,No,2025-07-22
4225,Men,Sportswear,Sportswear,55.79,113,7,No,2025-04-13
4226,Kids,Clothing,Dresses,63.55,78,14,Yes,2025-02-20
4227,Women,Accessories,Accessories,36.95,106,39,No,2025-06-28
4228,Women,Perfume,Perfume,33.39,91,8,No,2025-08-26
4229,Women,Clothing,Outerwear,65.78,88,11,No,2025-07-16
4230,Kids,Accessories,Accessories,12.17,77,22,No,2025-10-20
4231,Women,Accessories,Footwear,64.73,129,19,No,2025-09-25
4232,Kids,Clothing,Tops,40.69,197,34,No,2025-01-29
4233,Men,Accessories,Footwear,80.69,198,9,Yes,2025-09-10
4234,Men,Accessories,Accessories,13.87,141,17,No,2025-06-18
4235,Kids,Accessories,Accessories,27.78,148,26,Yes,2025-04-24
4236,Women,Clothing,Dresses,63.89,145,9,Yes,2025-06-23
4237,Men,Clothing,Outerwear,64.68,46,2,No,2025-05-16
4238,Kids,Clothing,Bottoms,50.89,140,22,No,2025-02-12
4239,Kids,Accessories,Footwear,42.84,146,22,No,2025-08-28
4240,Kids,Clothing,Bottoms,47.84,28,12,No,2025-09-06
4241,Kids,Clothing,Tops,46.35,151,14,No,2025-11-01
4242,Women,Clothing,Dresses,55.76,162,22,No,2025-01-27
4243,Men,Accessories,Accessories,31.06,175,33,No,2025-03-16
4244,Women,Perfume,Perfume,56.68,95,7,No,2025-02-25
4245,Kids,Accessories,Accessories,10.58,104,25,Yes,2025-01-31
4246,Kids,Clothing,Dresses,40.14,69,9,Yes,2025-10-15
4247,Kids,Accessories,Accessories,19.45,110,39,No,2025-05-30
4248,Kids,Accessories,Accessories,11.84,81,29,Yes,2025-03-04
4249,Men,Clothing,Dresses,46.6,70,16,Yes,2025-05-06
4250,Men,Perfume,Perfume,48.1,198,24,Yes,2025-08-16
4251,Women,Accessories,Footwear,57.9,50,7,No,2025-04-16
4252,Women,Perfume,Perfume,50.26,80,16,No,2025-12-13
4253,Men,Accessories,Accessories,19.9,122,10,No,2025-07-24
4254,Men,Accessories,Footwear,111.25,116,11,No,2025-06-11
4255,Kids,Clothing,Dresses,39.84,179,15,No,2025-06-09
4256,Kids,Clothing,Bottoms,51.56,83,12,Yes,2025-05-22
4257,Women,Clothing,Tops,30.02,20,22,No,2025-05-05
4258,Women,Perfume,Perfume,29.73,97,19,No,2025-01-16
4259,Men,Accessories,Accessories,24.32,98,14,No,2025-06-07
4260,Kids,Accessories,Accessories,13.38,131,39,No,2025-12-20
4261,Men,Clothing,Outerwear,92.67,83,13,No,2025-09-11
4262,Women,Clothing,Bottoms,63.18,106,14,No,2025-05-13
4263,Men,Sportswear,Sportswear,66.25,28,15,No,2025-11-17
4264,Women,Clothing,Bottoms,31.93,165,20,Yes,2025-12-12
4265,Women,Clothing,Outerwear,153.09,118,7,No,2025-08-24
4266,Men,Sportswear,Sportswear,49.46,135,9,No,2025-12-07
4267,Men,Sportswear,Sportswear,27.78,151,8,Yes,2025-08-01
4268,Women,Accessories,Footwear,122.4,139,8,No,2025-10-02
4269,Kids,Accessories,Footwear,128.06,67,7,No,2025-08-04
4270,Women,Clothing,Outerwear,98.69,106,12,Yes,2025-02-25
4271,Kids,Accessories,Accessories,20.41,57,30,No,2025-08-19
4272,Women,Clothing,Outerwear,65.38,156,6,No,2025-03-25
4273,Men,Clothing,Outerwear,61.85,46,3,Yes,2025-05-17
4274,Kids,Clothing,Dresses,61.84,92,13,No,2025-12-04
4275,Kids,Clothing,Dresses,86.81,58,14,No,2025-04-12
4276,Women,Clothing,Tops,24.79,123,18,No,2025-12-24
4277,Kids,Clothing,Bottoms,67.55,29,20,Yes,2025-06-01
4278,Kids,Accessories,Accessories,27.58,26,24,Yes,2025-07-26
4279,Men,Clothing,Dresses,69.07,22,13,No,2025-03-16
4280,Women,Clothing,Outerwear,127.68,74,11,No,2025-12-22
4281,Women,Accessories,Accessories,13.97,44,16,Yes,2025-05-03
4282,Men,Sportswear,Sportswear,48.76,191,8,No,2025-04-30
4283,Kids,Accessories,Accessories,39.38,185,20,No,2025-02-22
4284,Men,Perfume,Perfume,36.27,121,15,No,2025-01-01
4285,Women,Accessories,Accessories,12.76,53,15,No,2025-09-27
4286,Women,Accessories,Accessories,33.94,167,37,Yes,2025-04-25
4287,Men,Clothing,Outerwear,169.52,142,13,Yes,2025-01-26
4288,Women,Clothing,Dresses,67.73,26,14,No,2025-05-01
4289,Kids,Accessories,Footwear,92.52,140,24,No,2025-12-07
4290,Women,Clothing,Outerwear,165.09,193,8,No,2025-09-23
4291,Women,Accessories,Accessories,34.42,62,31,No,2025-11-18
4292,Women,Perfume,Perfume,42.54,100,24,No,2025-03-20
4293,Men,Perfume,Perfume,33.2,45,13,No,2025-08-02
4294,Women,Perfume,Perfume,20.43,140,21,No,2025-12-25
4295,Women,Clothing,Tops,30.27,106,32,No,2025-06-03
4296,Women,Clothing,Bottoms,35.69,147,16,No,2025-03-17
4297,Women,Accessories,Footwear,128.97,116,7,No,2025-02-24
4298,Kids,Accessories,Accessories,38.55,176,24,No,2025-03-30
4299,Men,Perfume,Perfume,22.38,47,5,No,2025-02-20
4300,Kids,Clothing,Dresses,57.9,97,14,Yes,2025-01-07
4301,Kids,Clothing,Outerwear,80.58,21,8,No,2025-01-21
4302,Men,Sportswear,Sportswear,64.99,52,18,No,2025-04-28
4303,Men,Perfume,Perfume,59.92,108,18,Yes,2025-06-13
4304,Kids,Accessories,Footwear,98.18,30,15,Yes,2025-07-17
4305,Men,Sportswear,Sportswear,70.87,141,14,No,2025-06-20
4306,Women,Clothing,Bottoms,38.1,82,9,No,2025-03-04
4307,Women,Accessories,Footwear,45.98,134,12,No,2025-10-01
4308,Women,Perfume,Perfume,39.82,77,17,Yes,2025-08-09
4309,Men,Accessories,Accessories,11.79,66,21,No,2025-10-02
4310,Kids,Clothing,Dresses,89.55,82,24,Yes,2025-06-16
4311,Kids,Clothing,Bottoms,65.83,147,11,Yes,2025-09-29
4312,Women,Perfume,Perfume,52.16,67,20,Yes,2025-03-18
4313,Men,Perfume,Perfume,42.27,56,10,No,2025-11-10
4314,Men,Perfume,Perfume,50.91,178,18,Yes,2025-07-15
4315,Kids,Clothing,Dresses,44.13,109,22,Yes,2025-02-28
4316,Women,Perfume,Perfume,74.56,26,22,No,2025-02-01
4317,Women,Clothing,Bottoms,64.19,22,7,No,2025-03-16
4318,Women,Perfume,Perfume,44.76,174,9,No,2025-05-27
4319,Men,Accessories,Accessories,24.94,177,38,No,2025-02-17
4320,Men,Perfume,Perfume,73.55,34,22,No,2025-05-22
4321,Men,Clothing,Dresses,82.95,30,20,No,2025-11-19
4322,Men,Clothing,Outerwear,135.0,129,11,Yes,2025-09-22
4323,Men,Perfume,Perfume,25.82,137,6,No,2025-07-15
4324,Women,Perfume,Perfume,43.19,137,17,No,2025-06-21
4325,Women,Accessories,Footwear,111.43,155,12,Yes,2025-12-07
4326,Kids,Clothing,Dresses,80.54,125,18,No,2025-10-22
4327,Women,Perfume,Perfume,40.49,91,20,No,2025-03-30
4328,Kids,Accessories,Accessories,19.42,90,35,No,2025-05-29
4329,Kids,Clothing,Outerwear,131.22,80,13,No,2025-07-13
4330,Men,Sportswear,Sportswear,56.18,152,17,No,2025-09-07
4331,Women,Perfume,Perfume,79.96,169,12,No,2025-10-15
4332,Kids,Clothing,Bottoms,58.97,22,10,No,2025-09-04
4333,Women,Perfume,Perfume,31.87,35,21,No,2025-04-12
4334,Men,Accessories,Accessories,10.76,110,29,Yes,2025-10-04
4335,Women,Clothing,Tops,42.49,162,27,No,2025-04-04
4336,Kids,Accessories,Accessories,15.33,124,24,Yes,2025-03-23
4337,Men,Accessories,Footwear,43.33,175,19,No,2025-05-12
4338,Men,Clothing,Dresses,47.03,154,16,No,2025-04-04
4339,Men,Clothing,Outerwear,96.03,191,13,No,2025-08-09
4340,Women,Perfume,Perfume,62.01,178,8,Yes,2025-06-10
4341,Kids,Clothing,Bottoms,33.08,22,5,Yes,2025-02-17
4342,Kids,Clothing,Outerwear,108.88,41,2,No,2025-01-12
4343,Men,Perfume,Perfume,41.15,38,9,Yes,2025-11-18
4344,Kids,Clothing,Dresses,70.23,22,24,No,2025-08-04
4345,Women,Accessories,Accessories,26.15,56,31,No,2025-03-19
4346,Men,Accessories,Accessories,18.06,148,12,Yes,2025-10-26
4347,Kids,Clothing,Dresses,73.9,113,9,No,2025-12-31
4348,Men,Perfume,Perfume,25.33,195,10,No,2025-02-11
4349,Women,Perfume,Perfume,64.03,108,18,No,2025-06-16
4350,Kids,Accessories,Accessories,30.23,78,19,No,2025-02-12
4351,Kids,Accessories,Accessories,35.61,134,22,No,2025-06-24
4352,Kids,Clothing,Tops,39.44,149,26,No,2025-10-09
4353,Women,Clothing,Outerwear,143.55,110,6,No,2025-04-04
4354,Men,Sportswear,Sportswear,67.49,197,20,No,2025-03-20
4355,Women,Accessories,Accessories,15.71,132,29,No,2025-03-14
4356,Women,Clothing,Dresses,31.64,79,20,Yes,2025-01-31
4357,Kids,Accessories,Accessories,25.56,147,23,No,2025-07-03
4358,Men,Perfume,Perfume,25.3,43,23,No,2025-06-18
4359,Men,Accessories,Accessories,14.06,42,25,Yes,2025-11-22
4360,Women,Perfume,Perfume,25.07,128,19,No,2025-10-23
4361,Men,Accessories,Footwear,72.19,28,16,Yes,2025-05-11
4362,Women,Clothing,Tops,40.31,73,33,No,2025-04-29
4363,Men,Perfume,Perfume,29.41,199,15,Yes,2025-05-01
4364,Men,Sportswear,Sportswear,49.11,183,16,No,2025-02-19
4365,Men,Sportswear,Sportswear,30.24,35,12,Yes,2025-11-22
4366,Women,Clothing,Dresses,72.03,155,22,Yes,2025-02-27
4367,Women,Accessories,Footwear,80.09,28,20,No,2025-03-30
4368,Men,Sportswear,Sportswear,51.83,142,14,No,2025-06-20
4369,Men,Clothing,Outerwear,114.61,106,6,No,2025-01-06
4370,Women,Perfume,Perfume,22.51,147,20,Yes,2025-10-09
4371,Kids,Clothing,Bottoms,52.0,75,11,No,2025-06-16
4372,Men,Accessories,Accessories,32.68,44,34,No,2025-07-25
4373,Women,Accessories,Footwear,100.43,185,11,Yes,2025-08-05
4374,Men,Clothing,Dresses,63.12,114,16,No,2025-08-31
4375,Men,Clothing,Tops,23.15,30,25,No,2025-12-14
4376,Men,Perfume,Perfume,49.46,137,8,No,2025-05-02
4377,Women,Clothing,Dresses,73.29,46,20,No,2025-06-08
4378,Kids,Clothing,Outerwear,153.42,191,14,Yes,2025-12-21
4379,Women,Clothing,Dresses,30.61,72,12,No,2025-06-23
4380,Women,Perfume,Perfume,24.43,134,24,No,2025-11-05
4381,Men,Perfume,Perfume,48.84,25,18,No,2025-09-30
4382,Women,Clothing,Outerwear,80.0,156,13,No,2025-11-29
4383,Kids,Accessories,Accessories,37.47,179,23,Yes,2025-03-20
4384,Men,Perfume,Perfume,75.4,158,6,Yes,2025-01-26
4385,Men,Perfume,Perfume,74.28,103,9,No,2025-07-12
4386,Women,Accessories,Footwear,47.02,197,5,No,2025-07-23
4387,Men,Clothing,Tops,55.88,160,31,No,2025-02-09
4388,Women,Accessories,Footwear,72.82,30,5,Yes,2025-07-09
4389,Kids,Clothing,Bottoms,66.42,81,14,No,2025-06-04
4390,Kids,Accessories,Footwear,124.75,126,11,Yes,2025-04-05
4391,Women,Perfume,Perfume,47.08,122,13,No,2025-01-12
4392,Men,Accessories,Footwear,46.49,105,8,Yes,2025-11-12
4393,Women,Clothing,Tops,27.58,32,16,Yes,2025-09-10
4394,Kids,Clothing,Dresses,77.27,49,12,Yes,2025-08-12
4395,Women,Accessories,Footwear,129.86,124,6,No,2025-03-30
4396,Women,Accessories,Footwear,61.43,64,10,No,2025-03-03
4397,Men,Sportswear,Sportswear,54.28,80,17,No,2025-03-24
4398,Kids,Clothing,Tops,58.93,90,29,No,2025-01-25
4399,Kids,Accessories,Footwear,117.38,182,7,Yes,2025-06-27
4400,Kids,Clothing,Dresses,42.49,192,7,No,2025-10-07
4401,Men,Perfume,Perfume,57.05,163,12,No,2025-11-16
4402,Kids,Accessories,Accessories,36.86,137,27,No,2025-07-30
4403,Kids,Accessories,Accessories,24.25,180,25,No,2025-05-07
4404,Men,Perfume,Perfume,26.81,23,23,Yes,2025-04-21
4405,Kids,Accessories,Footwear,79.42,44,17,No,2025-02-07
4406,Kids,Accessories,Footwear,117.59,69,8,No,2025-03-19
4407,Women,Clothing,Bottoms,34.52,137,13,No,2025-12-01
4408,Kids,Accessories,Footwear,95.53,187,10,No,2025-05-04
4409,Men,Clothing,Tops,57.97,118,24,No,2025-09-06
4410,Women,Clothing,Bottoms,67.72,106,18,No,2025-09-06
4411,Kids,Clothing,Dresses,85.71,91,19,No,2025-04-08
4412,Men,Clothing,Outerwear,73.7,187,6,No,2025-10-11
4413,Women,Clothing,Dresses,87.4,56,9,Yes,2025-01-27
4414,Men,Accessories,Accessories,28.69,46,35,No,2025-08-15
4415,Kids,Accessories,Footwear,111.72,82,16,No,2025-04-21
4416,Kids,Clothing,Bottoms,68.76,41,13,No,2025-12-03
4417,Kids,Clothing,Bottoms,69.05,114,10,No,2025-08-22
4418,Men,Perfume,Perfume,52.69,156,21,No,2025-01-26
4419,Men,Clothing,Outerwear,61.33,106,7,No,2025-11-04
4420,Kids,Clothing,Outerwear,105.7,125,8,Yes,2025-02-07
4421,Kids,Accessories,Footwear,98.23,156,11,Yes,2025-03-07
4422,Men,Accessories,Accessories,29.21,167,17,No,2025-01-16
4423,Kids,Clothing,Dresses,76.48,171,13,No,2025-03-28
4424,Men,Sportswear,Sportswear,31.72,182,5,No,2025-07-29
4425,Women,Perfume,Perfume,57.45,191,12,No,2025-03-19
4426,Kids,Accessories,Footwear,48.81,32,14,Yes,2025-08-30
4427,Men,Clothing,Bottoms,39.22,165,9,No,2025-06-14
4428,Kids,Clothing,Outerwear,171.35,71,10,No,2025-12-26
4429,Kids,Accessories,Accessories,21.39,156,16,No,2025-01-22
4430,Kids,Clothing,Outerwear,128.09,107,14,No,2025-09-28
4431,Kids,Accessories,Accessories,20.8,131,27,No,2025-01-08
4432,Women,Perfume,Perfume,38.82,21,23,No,2025-01-21
4433,Women,Perfume,Perfume,78.08,32,5,Yes,2025-06-01
4434,Men,Accessories,Footwear,109.39,31,8,Yes,2025-09-07
4435,Men,Perfume,Perfume,56.36,119,13,Yes,2025-11-24
4436,Women,Accessories,Footwear,90.5,78,19,Yes,2025-09-26
4437,Kids,Clothing,Tops,42.71,152,12,No,2025-11-12
4438,Men,Accessories,Footwear,102.55,182,22,No,2025-10-06
4439,Kids,Clothing,Tops,26.69,146,31,No,2025-06-04
4440,Men,Perfume,Perfume,28.6,37,16,Yes,2025-02-25
4441,Men,Perfume,Perfume,24.84,77,12,No,2025-01-29
4442,Kids,Accessories,Footwear,97.83,119,17,No,2025-02-18
4443,Kids,Clothing,Dresses,66.44,94,11,No,2025-02-18
4444,Kids,Clothing,Tops,45.72,40,24,No,2025-08-04
4445,Women,Perfume,Perfume,33.75,184,5,No,2025-02-15
4446,Men,Accessories,Accessories,12.46,96,33,No,2025-04-27
4447,Kids,Accessories,Footwear,104.16,120,19,No,2025-04-23
4448,Kids,Clothing,Tops,50.89,85,11,No,2025-05-11
4449,Men,Perfume,Perfume,39.76,103,20,No,2025-03-22
4450,Women,Clothing,Bottoms,67.52,119,19,Yes,2025-09-11
4451,Women,Clothing,Outerwear,107.56,47,14,No,2025-12-24
4452,Men,Clothing,Tops,36.77,149,29,Yes,2025-05-26
4453,Women,Accessories,Footwear,126.59,122,24,No,2025-03-01
4454,Women,Accessories,Footwear,86.21,99,10,Yes,2025-12-08
4455,Women,Accessories,Footwear,59.77,41,19,No,2025-11-23
4456,Women,Accessories,Footwear,70.36,128,15,Yes,2025-01-20
4457,Men,Clothing,Bottoms,67.11,115,12,No,2025-06-09
4458,Kids,Clothing,Dresses,83.72,57,10,No,2025-12-03
4459,Women,Clothing,Tops,59.05,118,31,No,2025-05-10
4460,Men,Clothing,Outerwear,150.82,126,12,No,2025-06-09
4461,Men,Accessories,Footwear,71.63,101,5,No,2025-07-22
4462,Women,Clothing,Dresses,79.08,67,11,Yes,2025-10-19
4463,Kids,Accessories,Footwear,73.0,194,10,Yes,2025-03-27
4464,Kids,Clothing,Tops,59.68,137,37,No,2025-09-02
4465,Men,Clothing,Bottoms,54.31,49,23,No,2025-12-19
4466,Men,Perfume,Perfume,56.47,124,23,No,2025-07-31
4467,Men,Sportswear,Sportswear,72.27,136,8,Yes,2025-06-07
4468,Men,Perfume,Perfume,60.53,181,24,Yes,2025-06-04
4469,Women,Clothing,Bottoms,63.58,132,15,No,2025-07-23
4470,Kids,Accessories,Footwear,46.66,172,24,No,2025-05-20
4471,Kids,Clothing,Bottoms,56.79,100,17,No,2025-09-01
4472,Men,Clothing,Outerwear,67.52,51,12,Yes,2025-01-07
4473,Women,Accessories,Accessories,33.02,165,37,Yes,2025-07-12
4474,Men,Accessories,Accessories,24.57,101,39,No,2025-08-01
4475,Kids,Accessories,Accessories,10.62,155,39,Yes,2025-01-09
4476,Men,Accessories,Accessories,17.98,114,12,No,2025-11-27
4477,Men,Perfume,Perfume,21.74,27,14,No,2025-05-21
4478,Men,Clothing,Bottoms,53.46,144,8,No,2025-05-26
4479,Women,Perfume,Perfume,29.35,77,13,No,2025-02-18
4480,Kids,Accessories,Footwear,76.43,175,11,No,2025-08-25
4481,Women,Clothing,Bottoms,61.89,46,11,No,2025-05-27
4482,Men,Perfume,Perfume,68.77,78,11,No,2025-07-17
4483,Kids,Clothing,Dresses,46.98,44,10,No,2025-11-15
4484,Kids,Clothing,Tops,24.48,59,30,Yes,2025-12-02
4485,Women,Perfume,Perfume,76.37,169,18,Yes,2025-06-24
4486,Women,Clothing,Bottoms,56.8,25,5,Yes,2025-02-28
4487,Women,Perfume,Perfume,44.87,97,23,Yes,2025-10-10
4488,Kids,Accessories,Accessories,10.85,145,22,No,2025-08-09
4489,Men,Perfume,Perfume,27.56,81,19,Yes,2025-07-26
4490,Kids,Clothing,Dresses,65.1,52,13,No,2025-01-12
4491,Women,Perfume,Perfume,32.87,53,19,No,2025-12-07
4492,Women,Perfume,Perfume,36.75,125,18,No,2025-09-18
4493,Women,Accessories,Footwear,83.09,48,8,Yes,2025-05-24
4494,Men,Clothing,Dresses,72.24,190,10,No,2025-09-02
4495,Kids,Accessories,Footwear,88.83,71,23,No,2025-04-10
4496,Men,Perfume,Perfume,28.42,80,12,Yes,2025-01-07
4497,Men,Perfume,Perfume,60.34,46,24,No,2025-03-17
4498,Women,Perfume,Perfume,67.1,118,23,No,2025-11-20
4499,Kids,Accessories,Footwear,42.42,27,19,Yes,2025-11-06
4500,Women,Clothing,Tops,51.69,26,17,No,2025-03-03
4501,Women,Clothing,Bottoms,49.04,142,14,No,2025-04-26
4502,Men,Perfume,Perfume,37.01,90,7,Yes,2025-03-20
4503,Kids,Clothing,Tops,46.65,120,18,No,2025-02-17
4504,Men,Accessories,Footwear,65.87,66,12,Yes,2025-04-26
4505,Men,Perfume,Perfume,23.06,29,7,No,2025-11-13
4506,Kids,Accessories,Accessories,15.8,134,36,No,2025-05-03
4507,Women,Perfume,Perfume,20.98,73,12,No,2025-09-24
4508,Men,Perfume,Perfume,43.5,171,14,No,2025-10-29
4509,Kids,Clothing,Outerwear,141.55,113,11,No,2025-09-23
4510,Kids,Clothing,Bottoms,32.74,142,17,No,2025-10-29
4511,Women,Accessories,Accessories,18.27,82,13,Yes,2025-11-26
